rest_name,rest_address,time_open,price,avg_score,quality_score,price_score,service_score,space_score,location_score,link,Location,Cate,rest_id
Gà Rán CP Five Star - Nguyễn Tri Phương,"245 Nguyễn Tri Phương, P. 5, Quận 1, TP. HCM",08:00 - 22:00,10.000 - 30.000,7.9,8.0,8.3,7.8,7.2,8.1,https://www.foody.vn/ho-chi-minh/ga-ran-cp-five-star-tran-hung-dao,TPHCM,An Vat Via He,752
Sườn Cây Nướng & Hải Sản - Kinh Dương Vương,"99 Kinh Dương Vương, P. 12, Quận 6, TP. HCM",11:00 - 22:30,20.000 - 200.000,7.4,7.4,6.5,7.4,7.6,7.9,https://www.foody.vn/ho-chi-minh/suon-cay-nuong-hai-san-kinh-duong-vuong,TPHCM,Nha Hang,29
Gà Rán CP Five Star - 122 Đồng Nai,"122 Đồng Nai, P. 15, Quận 10, TP. HCM",09:00 - 22:00,10.000 - 100.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/ga-ran-cp-five-star-122-dong-nai,TPHCM,An Vat Via He,423
Sumo BBQ - SC VivoCity - Buffet Nướng & Lẩu,"Tầng 2,  Tầng 2 Lô 02 - 39 SC Vivo City, 1058 Nguyễn Văn Linh, KP. 1, P. Tân Phong, Quận 7, TP. HCM",09:00 - 21:00,300.000 - 407.000,8.4,8.6,8.1,8.4,8.5,8.4,https://www.foody.vn/ho-chi-minh/sumo-bbq-buffet-nuong-lau-sc-vivocity,TPHCM,Buffet,254
Sumo BBQ - SC VivoCity - Buffet Nướng & Lẩu,"Tầng 2,  Tầng 2 Lô 02 - 39 SC Vivo City, 1058 Nguyễn Văn Linh, KP. 1, P. Tân Phong, Quận 7, TP. HCM",09:00 - 21:00,300.000 - 407.000,8.4,8.6,8.1,8.4,8.5,8.4,https://www.foody.vn/ho-chi-minh/sumo-bbq-buffet-nuong-lau-sc-vivocity,TPHCM,Nha Hang,254
Sườn Cây Nướng & Hải Sản - Lý Thái Tổ,"217 Lý Thái Tổ, P. 9, Quận 10, TP. HCM",11:00 - 23:00,35.000 - 219.000,7.2,7.2,7.0,7.2,7.3,7.5,https://www.foody.vn/ho-chi-minh/suon-cay-nuong-beer-ly-thai-to,TPHCM,Nha Hang,291
Gà Rán CP Five Star - 434 Nguyễn Văn Tăng,"434 Nguyễn Văn Tăng, P. Long Thạnh Mỹ, Tp. Thủ Đức, TP. HCM",09:00 - 22:00,10.000 - 100.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/ga-ran-cp-five-star-434-nguyen-van-tang,TPHCM,An Vat Via He,295
Sumo BBQ - Vincom Mega Mall Thảo Điền - Buffet Nướng & Lẩu,"Tầng 4,  Tầng 4, Vincom Mega Mall Thảo Điền, 159 Xa Lộ Hà Nội, P. Thảo Điền, Tp. Thủ Đức, TP. HCM",11:00 - 22:00,300.000 - 400.000,8.2,8.4,7.6,8.4,8.3,8.4,https://www.foody.vn/ho-chi-minh/sumo-bbq-vincom-mega-mall-thao-dien-buffet-nuong-lau,TPHCM,Buffet,241
Sumo BBQ - Vincom Mega Mall Thảo Điền - Buffet Nướng & Lẩu,"Tầng 4,  Tầng 4, Vincom Mega Mall Thảo Điền, 159 Xa Lộ Hà Nội, P. Thảo Điền, Tp. Thủ Đức, TP. HCM",11:00 - 22:00,300.000 - 400.000,8.2,8.4,7.6,8.4,8.3,8.4,https://www.foody.vn/ho-chi-minh/sumo-bbq-vincom-mega-mall-thao-dien-buffet-nuong-lau,TPHCM,Nha Hang,241
Gà Rán CP Five Star - 1369 Nguyễn Duy Trinh,"1369 Nguyễn Duy Trinh, P. Trường Thạnh, Tp. Thủ Đức, TP. HCM",09:00 - 22:00,10.000 - 100.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/ga-ran-cp-five-star-1369-nguyen-duy-trinh,TPHCM,An Vat Via He,44
Gà Rán CP Five Star - 100A Tam Hà,"100A Tam Hà, P. Tam Phú, Tp. Thủ Đức, TP. HCM",09:00 - 22:00,10.000 - 100.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/ga-ran-cp-five-star-100a-tam-ha,TPHCM,An Vat Via He,751
Sumo BBQ - TTTM Đông Phương - Buffet Nướng & Lẩu,"TTTM Đông Phương, 685 Âu Cơ, P. Tân Thành, Quận Tân Phú, TP. HCM",10:00 - 22:00,300.000 - 500.000,8.7,8.8,8.6,8.5,8.8,8.8,https://www.foody.vn/ho-chi-minh/sumo-bbq-tttm-dong-phuong-buffet-nuong-lau,TPHCM,Buffet,238
Sumo BBQ - TTTM Đông Phương - Buffet Nướng & Lẩu,"TTTM Đông Phương, 685 Âu Cơ, P. Tân Thành, Quận Tân Phú, TP. HCM",10:00 - 22:00,300.000 - 500.000,8.7,8.8,8.6,8.5,8.8,8.8,https://www.foody.vn/ho-chi-minh/sumo-bbq-tttm-dong-phuong-buffet-nuong-lau,TPHCM,Nha Hang,238
Gà Rán CP Five Star - 201 Linh Đông,"201 Linh Đông, KP. 4, P. Linh Đông, Tp. Thủ Đức, TP. HCM",09:00 - 22:00,10.000 - 100.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/ga-ran-cp-five-star-201-linh-dong,TPHCM,An Vat Via He,428
Gà Rán CP Five Star - Nguyễn Thị Triệu,"Nguyễn Thị Triệu, KP. 2, TT. Củ Chi, Huyện Củ Chi, TP. HCM",09:00 - 22:00,10.000 - 100.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/ga-ran-cp-five-star-nguyen-thi-trieu,TPHCM,An Vat Via He,1100
Dim Tu Tac - Nhà Hàng Quảng Đông - Trần Hưng Đạo,"29B Trần Hưng Đạo, P. 6, Quận 5, TP. HCM",09:00 - 22:30,100.000 - 400.000,7.3,7.6,6.8,7.0,7.5,7.6,https://www.foody.vn/ho-chi-minh/dim-tu-tac-mon-quang-dong-tran-hung-dao,TPHCM,Nha Hang,1086
Gà Rán CP Five Star - 98 Trần Tử Bình,"98 Trần Tử Bình, X. Tân Thông Hội, Huyện Củ Chi, TP. HCM",09:00 - 22:00,Đang cập nhật,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/ga-ran-cp-five-star-98-tran-tu-binh,TPHCM,An Vat Via He,329
Gà Rán CP Five Star - 6A Nguyễn Văn Khạ,"6A Nguyễn Văn Khạ, TT. Củ Chi, Huyện Củ Chi, TP. HCM",09:00 - 22:00,10.000 - 100.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/ga-ran-cp-five-star-6a-nguyen-van-kha,TPHCM,An Vat Via He,583
Dim Tu Tac - Nhà Hàng Quảng Đông - Tân Sơn Nhất Hotel,"Tầng 2, Tân Sơn Nhất Hotel, 202 Hoàng Văn Thụ, Quận Phú Nhuận, TP. HCM",09:00 - 22:00,100.000 - 500.000,7.4,7.6,6.7,7.1,7.5,8.0,https://www.foody.vn/ho-chi-minh/dim-tu-tac-nha-hang-quang-dong-tan-son-nhat-hotel,TPHCM,Nha Hang,775
Sumo BBQ - Aeon Mall Bình Tân - Buffet Nướng & Lẩu,"Tầng Trệt,  Tầng Trệt Aeon Mall Bình Tân, 1 Đường Số 17A, P. Bình Trị Đông, Quận Bình Tân, TP. HCM",10:00 - 22:00,300.000 - 450.000,8.5,8.6,8.1,8.6,8.7,8.3,https://www.foody.vn/ho-chi-minh/sumo-bbq-aeon-mall-binh-tan-710660,TPHCM,Buffet,1079
Sumo BBQ - Aeon Mall Bình Tân - Buffet Nướng & Lẩu,"Tầng Trệt,  Tầng Trệt Aeon Mall Bình Tân, 1 Đường Số 17A, P. Bình Trị Đông, Quận Bình Tân, TP. HCM",10:00 - 22:00,300.000 - 450.000,8.5,8.6,8.1,8.6,8.7,8.3,https://www.foody.vn/ho-chi-minh/sumo-bbq-aeon-mall-binh-tan-710660,TPHCM,Nha Hang,1079
Gà Rán CP Five Star - 50 Phan Văn Hớn,"50 Phan Văn Hớn, X. Xuân Thới Thượng, Huyện Hóc Môn, TP. HCM",09:00 - 22:00,10.000 - 100.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/ga-ran-cp-five-star-50-phan-van-hon,TPHCM,An Vat Via He,155
AKA House - Buffet Nướng & Lẩu Nhật Bản - Đồng Đen,"100 - 102 Đồng Đen, Quận Tân Bình, TP. HCM",11:00 - 21:00,100.000 - 300.000,6.3,6.1,6.1,6.0,6.7,6.8,https://www.foody.vn/ho-chi-minh/aka-house-buffet-nuong-lau-nhat-ban-dong-den,TPHCM,Nha Hang,404
Gà Rán CP Five Star - 103 Phạm Hữu Lầu,"103 Phạm Hữu Lầu, P. Phú Mỹ, Quận 7, TP. HCM",09:00 - 22:00,10.000 - 100.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/ga-ran-cp-five-star-103-pham-huu-lau,TPHCM,An Vat Via He,1185
Gà Rán CP Five Star - 487 Huỳnh Tấn Phát,"487 Huỳnh Tấn Phát, P. Tân Thuận Đông, Quận 7, TP. HCM",09:00 - 22:00,10.000 - 100.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/ga-ran-cp-five-star-487-huynh-tan-phat,TPHCM,An Vat Via He,250
AKA House - Buffet Nướng & Lẩu Nhật Bản - Vạn Hạnh Mall,"Tầng 6,  09 Tầng 6 Vạn Hạnh Mall, 11 Sư Vạn Hạnh, P. 12, Quận 10, TP. HCM",11:00 - 21:00,100.000 - 300.000,6.3,6.1,6.2,5.9,6.5,6.9,https://www.foody.vn/ho-chi-minh/aka-house-buffet-nuong-lau-nhat-ban-van-hanh-mall,TPHCM,Nha Hang,1128
Sumo BBQ - Vạn Hạnh Mall - Buffet Nướng & Lẩu,"Tầng 5,  Tầng 5 Vạn Hạnh Mall, 11 Sư Vạn Hạnh, P. 12, Quận 10, TP. HCM",10:00 - 22:00,269.000 - 389.000,8.2,8.5,7.5,8.1,8.7,8.4,https://www.foody.vn/ho-chi-minh/sumo-bbq-van-hanh-mall-buffet-nuong-lau,TPHCM,Buffet,340
Sumo BBQ - Vạn Hạnh Mall - Buffet Nướng & Lẩu,"Tầng 5,  Tầng 5 Vạn Hạnh Mall, 11 Sư Vạn Hạnh, P. 12, Quận 10, TP. HCM",10:00 - 22:00,269.000 - 389.000,8.2,8.5,7.5,8.1,8.7,8.4,https://www.foody.vn/ho-chi-minh/sumo-bbq-van-hanh-mall-buffet-nuong-lau,TPHCM,Nha Hang,340
AKA House - Buffet Nướng & Lẩu Nhật Bản - Nguyễn Thị Thập,"384 Nguyễn Thị Thập, P. Tân Quy, Quận 7, TP. HCM",11:00 - 21:00,100.000 - 300.000,6.6,6.3,6.4,6.7,6.8,6.8,https://www.foody.vn/ho-chi-minh/aka-house-buffet-nuong-lau-nhat-ban-nguyen-thi-thap,TPHCM,Nha Hang,567
Sumo BBQ - Phan Văn Trị - Buffet Nướng & Lẩu,"439A1 Phan Văn Trị, P. 5, Quận Gò Vấp, TP. HCM",11:00 - 22:00,300.000 - 500.000,6.9,6.8,6.6,6.8,7.2,7.4,https://www.foody.vn/ho-chi-minh/sumo-bbq-phan-van-tri-buffet-nuong-lau,TPHCM,Buffet,88
Sumo BBQ - Phan Văn Trị - Buffet Nướng & Lẩu,"439A1 Phan Văn Trị, P. 5, Quận Gò Vấp, TP. HCM",11:00 - 22:00,300.000 - 500.000,6.9,6.8,6.6,6.8,7.2,7.4,https://www.foody.vn/ho-chi-minh/sumo-bbq-phan-van-tri-buffet-nuong-lau,TPHCM,Nha Hang,88
Bánh Tráng Nướng Đà Lạt NTP,"285 Hùng Vương, P 9, Quận 5, TP. HCM",16:30 - 23:00,7.000 - 19.000,7.3,7.6,7.4,7.1,7.0,7.6,https://www.foody.vn/ho-chi-minh/banh-trang-nuong-da-lat-ntp,TPHCM,An Vat Via He,296
AKA House - Buffet Nướng & Lẩu Nhật Bản - Nguyễn Gia Trí,"124 Nguyễn Gia Trí (Đường D2), P. 25, Quận Bình Thạnh, TP. HCM",11:00 - 21:00,100.000 - 300.000,6.0,5.6,5.8,5.6,6.3,6.7,https://www.foody.vn/ho-chi-minh/aka-house-buffet-nuong-lau-nhat-ban-nguyen-gia-tri,TPHCM,Nha Hang,27
Sumo BBQ - Gigamall - Buffet Nướng & Lẩu,"Gian Hàng 05 - 16, 05 - 17, Tầng 5 Giga Mall, 240 - 242 Phạm Văn Đồng, P. Hiệp Bình Chánh, Tp. Thủ Đức, TP. HCM",11:00 - 22:00,300.000 - 407.000,9.6,9.6,9.4,9.6,9.6,9.6,https://www.foody.vn/ho-chi-minh/sumo-bbq-giga-mall-buffet-nuong-lau,TPHCM,Buffet,979
Sumo BBQ - Gigamall - Buffet Nướng & Lẩu,"Gian Hàng 05 - 16, 05 - 17, Tầng 5 Giga Mall, 240 - 242 Phạm Văn Đồng, P. Hiệp Bình Chánh, Tp. Thủ Đức, TP. HCM",11:00 - 22:00,300.000 - 407.000,9.6,9.6,9.4,9.6,9.6,9.6,https://www.foody.vn/ho-chi-minh/sumo-bbq-giga-mall-buffet-nuong-lau,TPHCM,Nha Hang,979
AKA House - Buffet Nướng & Lẩu Nhật Bản - Sense City Phạm Văn Đồng,"Tầng 3,  Tầng 3 Sense City Phạm Văn Đồng, 240 - 242 Kha Vạn Cân, P. Hiệp Bình Chánh, Tp. Thủ Đức, TP. HCM",11:00 - 21:00,100.000 - 300.000,6.6,6.4,6.4,6.3,6.9,6.9,https://www.foody.vn/ho-chi-minh/aka-house-buffet-nuong-lau-nhat-ban-sense-city-pham-van-dong,TPHCM,Nha Hang,825
McDonald's Đa Kao,"2 - 6 Bis Điện Biên Phủ, Quận 1, TP. HCM",Đang mở cửa  00:01 - 23:59,50.000 - 200.000,7.2,7.1,6.5,7.3,7.6,7.6,https://www.foody.vn/ho-chi-minh/mcdonald-s-da-kao,TPHCM,Nha Hang,1024
Chang - Modern Thai Cuisine - Cao Thắng,"4 Cao Thắng, P. 5, Quận 3, TP. HCM",11:00 - 21:00,50.000 - 300.000,7.9,8.0,7.4,8.0,7.9,8.3,https://www.foody.vn/ho-chi-minh/chang-modern-thai-cuisine,TPHCM,Nha Hang,1053
McDonald's Ben Thanh,"2-2A Trần Hưng Đạo, P. Bến Thành, Quận 1, TP. HCM",Đang mở cửa  00:01 - 23:59,50.000 - 200.000,7.3,7.2,6.5,7.2,7.6,7.9,https://www.foody.vn/ho-chi-minh/mcdonald-s-ben-thanh,TPHCM,Nha Hang,829
Chang - Modern Thai Cuisine - Võ Văn Ngân,"292 Võ Văn Ngân, P. Bình Thọ, Tp. Thủ Đức, TP. HCM",11:00 - 21:00,50.000 - 300.000,8.8,8.9,8.3,9.1,9.0,8.9,https://www.foody.vn/ho-chi-minh/chang-modern-thai-cuisine-vo-van-ngan,TPHCM,Nha Hang,589
Chang - Modern Thai Cuisine - Phan Xích Long,"347 Phan Xích Long, P. 1, Quận Phú Nhuận, TP. HCM",11:00 - 21:00,50.000 - 300.000,8.4,8.5,7.8,8.6,8.3,8.7,https://www.foody.vn/ho-chi-minh/chang-modern-thai-cuisine-phan-xich-long,TPHCM,Nha Hang,544
McDonald's Phu Lam,"718Bis Kinh Dương Vương, P. 13, Quận 6, TP. HCM",07:00 - 23:00,30.000 - 80.000,7.3,7.4,6.4,7.2,7.8,7.6,https://www.foody.vn/ho-chi-minh/mcdonald-s-phu-lam,TPHCM,Nha Hang,813
Chang - Modern Thai Cuisine - Nguyễn Đức Cảnh,"SB8-1, Mỹ Khánh 2, Nguyễn Đức Cảnh, Quận 7, TP. HCM",11:00 - 21:30,50.000 - 300.000,8.3,8.3,8.0,8.4,8.5,8.5,https://www.foody.vn/ho-chi-minh/chang-modern-thai-cuisine-nguyen-duc-canh,TPHCM,Nha Hang,6
Chang - Modern Thai Cuisine - Hoàng Hoa Thám,"110 Hoàng Hoa Thám, P. 12, Quận Tân Bình, TP. HCM",11:00 - 20:30,25.000 - 60.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/chang-modern-thai-cuisine-hoang-hoa-tham,TPHCM,Nha Hang,455
Bánh Tráng Nướng Đà Lạt NTP Bình Thạnh,"006 Lô B Chung Cư 23/49 TrườNg Sa, P. 3, Quận Bình Thạnh, TP. HCM",16:30 - 22:00,7.000 - 23.000,7.8,7.8,8.0,7.8,7.7,8.0,https://www.foody.vn/ho-chi-minh/banh-trang-nuong-da-lat-ntp-binh-thanh,TPHCM,An Vat Via He,138
McDonald's Go Vap,"1 Quang Trung, P. 3, Quận Gò Vấp, TP. HCM",08:00 - 23:00,50.000 - 100.000,7.3,7.4,6.4,7.3,7.6,7.8,https://www.foody.vn/ho-chi-minh/mcdonald-s-go-vap,TPHCM,Nha Hang,111
Chang - Modern Thai Cuisine - Vạn Hạnh Mall,"Tầng 05, Trung Tâm Thương Mại Vạn Hạnh Mall, 11 Sư Vạn Hạnh, P. 12, Quận 10, TP. HCM",11:00 - 21:00,79.000 - 330.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/chang-modern-thai-cuisine-van-hanh-mall,TPHCM,Nha Hang,309
Bánh Bèo Thanh Nga - 149/1A Nơ Trang Long,"149/1A Nơ Trang Long, P. 12, Quận Bình Thạnh, TP. HCM",15:00 - 21:00,20.000 - 44.000,6.1,6.5,6.2,5.8,5.8,6.3,https://www.foody.vn/ho-chi-minh/banh-beo-thanh-nga-149-1a-no-trang-long,TPHCM,An Vat Via He,1117
Hello Pasta - Beefsteak - Mì Ý - Phan Xích Long,"392 Phan Xích Long, P. 2, Quận Phú Nhuận, TP. HCM",09:30 - 21:30,35.000 - 200.000,7.7,8.0,7.9,7.8,7.1,8.0,https://www.foody.vn/ho-chi-minh/hello-pasta-beefsteak-mi-y-phan-xich-long,TPHCM,Nha Hang,277
Bánh Bèo Thanh Nga - Rạch Bùng Binh,"43 Rạch Bùng Binh, P. 9, Quận 3, TP. HCM",15:00 - 20:00,3.000 - 30.000,6.5,6.5,6.3,6.3,6.8,6.8,https://www.foody.vn/ho-chi-minh/banh-beo-thanh-nga-rach-bung-binh,TPHCM,An Vat Via He,717
McDonald's Vivo,"Tầng 1,  Tầng 1 - SC VivoCity, 1058 Nguyễn Văn Linh, KP. 1, P. Tân Phong, Quận 7, TP. HCM",09:00 - 22:00,30.000 - 300.000,7.1,7.2,6.7,7.0,7.1,7.4,https://www.foody.vn/ho-chi-minh/mcdonald-s-sc-vivocity,TPHCM,Nha Hang,916
Bánh Bèo Thanh Nga - Nơ Trang Long,"149/1 Nơ Trang Long, P. 12, Quận Bình Thạnh, TP. HCM",07:30 - 11:00 | 15:00 - 22:00,20.000 - 40.000,6.2,6.4,6.3,6.0,5.7,6.6,https://www.foody.vn/ho-chi-minh/banh-beo-thanh-nga-no-trang-long,TPHCM,An Vat Via He,903
Bánh Bèo Thanh Nga - Saigon House,"77 Nguyễn Huệ, P. Bến Nghé, Quận 1, TP. HCM",08:00 - 22:30,3.000 - 30.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/banh-beo-thanh-nga-saigon-house,TPHCM,An Vat Via He,553
Súp Cua Hạnh - Sư Vạn Hạnh,"549 Sư Vạn Hạnh, Quận 10, TP. HCM",06:15 - 22:30,12.000 - 22.000,6.1,6.6,5.7,6.1,5.8,6.5,https://www.foody.vn/ho-chi-minh/sup-cua-hanh-su-van-hanh,TPHCM,An Vat Via He,908
McDonald's Nguyen Hue,"123 - 125 Nguyễn Huệ, P. Bến Nghé, Quận 1, TP. HCM",Đang mở cửa  00:01 - 23:59,25.000 - 80.000,7.4,7.4,6.9,7.1,7.6,8.1,https://www.foody.vn/ho-chi-minh/mcdonald-s-nguyen-hue,TPHCM,Nha Hang,761
Hello Pasta - Beefsteak - Mì Ý - Trần Phú,"8 Trần Phú, P. 4, Quận 5, TP. HCM",09:30 - 21:30,35.000 - 200.000,8.1,8.3,8.4,8.3,7.6,8.1,https://www.foody.vn/ho-chi-minh/hello-pasta-beefsteak-mi-y-tran-phu,TPHCM,Nha Hang,760
Súp Cua Hạnh - Thống Nhất,"208 Thống Nhất, Quận Gò Vấp, TP. HCM",Đang cập nhật,15.000 - 33.000,6.0,6.7,5.7,5.8,5.7,6.3,https://www.foody.vn/ho-chi-minh/sup-cua-hanh-thong-nhat,TPHCM,An Vat Via He,43
McDonald’s Vincom Masteri,"Tầng 1,  L1-11,12,13, TTTM Vincom Masteri, 159 Xa Lộ Hà Nội, P. Thảo Điền, Tp. Thủ Đức, TP. HCM",07:00 - 12:00,20.000 - 250.000,7.6,7.5,7.2,7.8,7.8,7.7,https://www.foody.vn/ho-chi-minh/mcdonald-s-vincom-masteri,TPHCM,Nha Hang,867
Gà rán và Mì Ý - Jollibee - Trần Hưng Đạo - HCM,"354 - 356 Trần Hưng Đạo, P. 2, Quận 5, TP. HCM",09:00 - 22:00,15.000 - 44.000,6.9,6.9,7.1,6.4,6.8,7.3,https://www.foody.vn/ho-chi-minh/ga-ran-va-mi-y-jollibee-tran-hung-dao-hcm,TPHCM,Nha Hang,226
Súp Cua Hạnh - Nguyễn Tri Phương,"402 Nguyễn Tri Phương , Quận 10, TP. HCM",07:00 - 22:00,10.000 - 22.000,6.2,6.6,5.8,6.1,5.6,6.8,https://www.foody.vn/ho-chi-minh/sup-cua-hanh-nguyen-tri-phuong,TPHCM,An Vat Via He,812
Súp Cua Hạnh - Nguyễn Thái Sơn,"12 Nguyễn Thái Sơn, P. 3, Quận Gò Vấp, TP. HCM",06:15 - 22:30,15.000 - 33.000,6.7,7.1,6.6,6.4,6.4,6.8,https://www.foody.vn/ho-chi-minh/sup-cua-hanh-nguyen-thai-son,TPHCM,An Vat Via He,97
Gà rán và Mì Ý - Jollibee - Coop Mart Xa Lộ Hà Nội,"Tầng Trệt Coop Mart, 191 Quang Trung, P. Hiệp Phú , Tp. Thủ Đức, TP. HCM",09:00 - 22:00,15.000 - 50.000,6.8,6.9,7.0,6.4,6.6,7.1,https://www.foody.vn/ho-chi-minh/ga-ran-va-mi-y-jollibee-coop-mart-xa-lo-ha-noi,TPHCM,Nha Hang,756
McDonald’s Saigon Supermarket,"Siêu Thị Sài Gòn, 460 Đường 3 Tháng 2, P. 12, Quận 10, TP. HCM",07:00 - 23:00,30.000 - 100.000,6.7,6.9,6.4,6.2,6.7,7.1,https://www.foody.vn/ho-chi-minh/mcdonald-s-saigon-supermarket,TPHCM,Nha Hang,576
Súp Cua Hạnh - Đinh Tiên Hoàng,"87C Đinh Tiên Hoàng, P. 3, Quận Bình Thạnh, TP. HCM",15:00 - 23:00,10.000 - 22.000,6.6,7.0,6.3,6.7,6.0,7.2,https://www.foody.vn/ho-chi-minh/sup-cua-hanh-dinh-tien-hoang,TPHCM,An Vat Via He,396
McDonald's - Saigon Centre,"Saigon Centre, 65 Lê Lợi, P. Bến Nghé, Quận 1, TP. HCM",09:30 - 21:30 | 09:30 - 21:30,50.000 - 200.000,7.1,7.2,6.9,6.8,7.0,7.6,https://www.foody.vn/ho-chi-minh/mcdonald-s-saigon-centre,TPHCM,Nha Hang,1081
Gà rán và Mì Ý - Jollibee - Pasteur,"194D Pasteur, P. 6, Quận 3, TP. HCM",09:00 - 22:00,15.000 - 44.000,6.8,6.8,7.0,6.6,6.6,7.2,https://www.foody.vn/ho-chi-minh/ga-ran-va-mi-y-jollibee-pasteur,TPHCM,Nha Hang,522
Gà rán và Mì Ý - Jollibee - Cộng Hòa,"Tầng Trệt,  Tầng Trệt, Vincom Maximark Cộng Hòa, 15 -17 Cộng Hòa, P. 4, Quận Tân Bình, TP. HCM",09:00 - 22:00,15.000 - 44.000,7.0,6.8,7.1,6.6,7.0,7.5,https://www.foody.vn/ho-chi-minh/ga-ran-va-mi-y-jollibee-cong-hoa,TPHCM,Nha Hang,1112
McDonald's Tân Sơn Nhất,"Ga Quốc Nội Sân Bay Tân Sơn Nhất, Trường Sơn, P. 2, Quận Tân Bình, TP. HCM",10:00 - 22:00,30.000 - 80.000,7.2,7.3,7.2,6.8,7.3,7.5,https://www.foody.vn/ho-chi-minh/mcdonald-s-tan-son-nhat,TPHCM,Nha Hang,516
Súp Cua Hạnh - Liên Tỉnh 5,"108 Liên Tỉnh 5, P. 6, Quận 8, TP. HCM",14:00 - 22:00,20.000 - 40.000,7.4,8.0,7.5,7.5,6.5,7.5,https://www.foody.vn/ho-chi-minh/sup-cua-hanh-lien-tinh-5,TPHCM,An Vat Via He,977
Súp Cua Hạnh - Nguyễn Công Trứ,"381 Nguyễn Công Trứ, Quận 1, TP. HCM",06:00 - 22:00,12.000 - 22.000,,5.9,5.4,5.3,5.5,6.2,https://www.foody.vn/ho-chi-minh/sup-cua-hanh-nguyen-cong-tru,TPHCM,An Vat Via He,491
McDonald’s Hoang Dieu,"Chung Cư H3, 384 Hoàng Diệu, P. 6, Quận 4, TP. HCM",07:00 - 23:00,30.000 - 100.000,6.8,7.1,6.6,6.7,6.8,6.7,https://www.foody.vn/ho-chi-minh/mcdonald-s-hoang-dieu,TPHCM,Nha Hang,1113
Súp Cua Hạnh - Phạm Văn Hai,"95 Phạm Văn Hai, Quận Tân Bình, TP. HCM",06:15 - 22:30,20.000 - 55.000,,5.7,5.0,5.2,5.6,6.1,https://www.foody.vn/ho-chi-minh/sup-cua-hanh-pham-van-hai,TPHCM,An Vat Via He,100
McDonald’s Vincom Thu Duc,"Vincom Thủ Đức, 216 Võ Văn Ngân, P. Bình Thọ, Tp. Thủ Đức, TP. HCM",11:00 - 21:00,30.000 - 1.000,7.7,7.9,7.1,7.8,7.6,7.9,https://www.foody.vn/ho-chi-minh/mcdonald-s-vincom-thu-duc,TPHCM,Nha Hang,518
Súp Cua Hạnh - Hòa Bình,"84E Hòa Bình, Quận 11, TP. HCM",14:00 - 22:00,25.000 - 35.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/sup-cua-hanh-hoa-binh,TPHCM,An Vat Via He,772
Gà rán và Mì Ý - Jollibee - Hòa Hảo,"Tầng 3, Coopmart Lý Thường Kiệt, 497 Hòa Hảo, P. 7, Quận 10, TP. HCM",09:30 - 21:00,15.000 - 44.000,6.1,6.1,6.2,5.7,6.0,6.4,https://www.foody.vn/ho-chi-minh/ga-ran-va-mi-y-jollibee-hoa-hao,TPHCM,Nha Hang,1065
Súp Cua Hạnh - Lê Đức Thọ,"Lê Đức Thọ, Quận Gò Vấp, TP. HCM",07:00 - 22:30,17.000 - 20.000,8.0,10.0,10.0,5.0,5.0,10.0,https://www.foody.vn/ho-chi-minh/sup-cua-hanh-le-duc-tho,TPHCM,An Vat Via He,587
Gà rán và Mì Ý - Jollibee - Hoa Sứ,"Tầng 2, Coopmart Rạch Miễu, 48 Hoa Sứ, P. 7 , Quận Phú Nhuận, TP. HCM",09:00 - 22:00,15.000 - 44.000,,6.0,6.2,5.3,5.3,6.0,https://www.foody.vn/ho-chi-minh/ga-ran-va-mi-y-jollibee-hoa-su,TPHCM,Nha Hang,643
Súp Cua Hạnh - Phạm Viết Chánh,"144 Phạm Viết Chánh, Quận 1, TP. HCM",06:15 - 22:00,22.000 - 44.000,8.3,8.6,8.3,8.6,8.3,7.6,https://www.foody.vn/ho-chi-minh/sup-cua-hanh-pham-viet-chanh,TPHCM,An Vat Via He,834
Hancook Korean Fast Food - Đường 3 Tháng 2,"181/2 Đường 3 Tháng 2, Quận 10, TP. HCM",09:00 - 22:00,60.000 - 165.000,7.0,7.2,7.4,6.7,6.7,6.9,https://www.foody.vn/ho-chi-minh/hancook-korean-fast-food,TPHCM,Nha Hang,462
Sushi Viên Ông Chủ Nhỏ - 78 Nguyễn Tiểu La,"78 NguyễN TiểU La, P. 5, Quận 10, TP. HCM",11:00 - 21:00,1.000 - 150.000,,5.8,6.2,6.1,5.6,6.1,https://www.foody.vn/ho-chi-minh/sushi-vien-ong-chu-nho-78-nguyen-tieu-la,TPHCM,An Vat Via He,978
