,rest_name,rest_address,time_open,price,avg_score,quality_score,price_score,service_score,space_score,location_score,link,Location,Cate,rest_id
1243,Hoàng Yến Buffet - Cao Thắng Mall,"Lầu 3, Cao Thắng Mall, 19 Cao Thắng, Quận 3, TP. HCM",10:00 - 22:00,200.000 - 810.000,7.3,7.2,6.9,7.0,7.8,7.6,https://www.foody.vn/ho-chi-minh/hoang-yen-buffet-cao-thang-mall,TPHCM,Buffet,1087
1244,Hoàng Yến Buffet - Cao Thắng Mall,"Lầu 3, Cao Thắng Mall, 19 Cao Thắng, Quận 3, TP. HCM",10:00 - 22:00,200.000 - 810.000,7.3,7.2,6.9,7.0,7.8,7.6,https://www.foody.vn/ho-chi-minh/hoang-yen-buffet-cao-thang-mall,TPHCM,Nha Hang,1087
1245,L'Usine Restaurant - Thảo Điền,"24 Thảo Điền, Tp. Thủ Đức, TP. HCM",08:00 - 21:00,50.000 - 400.000,8.8,8.8,8.3,9.0,8.8,9.0,https://www.foody.vn/ho-chi-minh/l-usine-restaurant-thao-dien,TPHCM,Nha Hang,242
1246,Palace Cafe - Palace Hotel Saigon,"Tầng Trệt, Palace Saigon, 55 - 66 Nguyễn Huệ, Quận 1, TP. HCM",06:00 - 22:00,20.000 - 66.000,8.3,8.0,7.3,8.3,8.7,9.0,https://www.foody.vn/ho-chi-minh/palace-cafe-palace-hotel-saigon,TPHCM,Nha Hang,703
1247,Lẩu Hoàng Yến - Cao Thắng Mall,"Tầng 3,  Lầu 3, Cao Thắng Mall, 19 Cao Thắng, P. 2, Quận 3, TP. HCM",10:00 - 22:00,100.000 - 500.000,7.2,7.2,6.8,7.1,7.3,7.4,https://www.foody.vn/ho-chi-minh/lau-hoang-yen-cao-thang-mall,TPHCM,Buffet,905
1248,Lẩu Hoàng Yến - Cao Thắng Mall,"Tầng 3,  Lầu 3, Cao Thắng Mall, 19 Cao Thắng, P. 2, Quận 3, TP. HCM",10:00 - 22:00,100.000 - 500.000,7.2,7.2,6.8,7.1,7.3,7.4,https://www.foody.vn/ho-chi-minh/lau-hoang-yen-cao-thang-mall,TPHCM,Nha Hang,905
1249,Lẩu Hoàng Yến - Cao Thắng Mall,"Tầng 3,  Lầu 3, Cao Thắng Mall, 19 Cao Thắng, P. 2, Quận 3, TP. HCM",10:00 - 22:00,100.000 - 500.000,7.2,7.2,6.8,7.1,7.3,7.4,https://www.foody.vn/ho-chi-minh/lau-hoang-yen-cao-thang-mall,TPHCM,Buffet,905
1250,Lẩu Hoàng Yến - Cao Thắng Mall,"Tầng 3,  Lầu 3, Cao Thắng Mall, 19 Cao Thắng, P. 2, Quận 3, TP. HCM",10:00 - 22:00,100.000 - 500.000,7.2,7.2,6.8,7.1,7.3,7.4,https://www.foody.vn/ho-chi-minh/lau-hoang-yen-cao-thang-mall,TPHCM,Nha Hang,905
1251,L'Usine Restaurant - Phú Mỹ Hưng,"GF 56 Crescent Mall, 101 Tôn Dật Tiên, P. Tân Phú, Quận 7, TP. HCM",07:30 - 21:00,40.000 - 154.000,6.3,6.5,6.0,6.1,6.6,6.4,https://www.foody.vn/ho-chi-minh/l-usine-restaurant-crescent-mall,TPHCM,Nha Hang,199
1252,Palace Hotel Saigon - Nguyễn Huệ,"56 - 66 Nguyễn Huệ, Quận 1, TP. HCM",Đang mở cửa  Cả ngày,1.400.000 - 2.200.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/palace-hotel-saigon-nguyen-hue,TPHCM,Nha Hang,706
1253,Flora Kitchen - Cooking Class,"Lầu 5 Nhà Hàng Hoàng Yến, 148 Hai Bà Trưng, P. Đa Kao, Quận 1, TP. HCM",08:00 - 22:00,300.000 - 700.000,8.6,9.5,7.0,10.0,8.5,8.0,https://www.foody.vn/ho-chi-minh/flora-kitchen-cooking-class,TPHCM,Buffet,872
1254,Flora Kitchen - Cooking Class,"Lầu 5 Nhà Hàng Hoàng Yến, 148 Hai Bà Trưng, P. Đa Kao, Quận 1, TP. HCM",08:00 - 22:00,300.000 - 700.000,8.6,9.5,7.0,10.0,8.5,8.0,https://www.foody.vn/ho-chi-minh/flora-kitchen-cooking-class,TPHCM,Nha Hang,872
1255,Flora Kitchen - Cooking Class,"Lầu 5 Nhà Hàng Hoàng Yến, 148 Hai Bà Trưng, P. Đa Kao, Quận 1, TP. HCM",08:00 - 22:00,300.000 - 700.000,8.6,9.5,7.0,10.0,8.5,8.0,https://www.foody.vn/ho-chi-minh/flora-kitchen-cooking-class,TPHCM,Buffet,872
1256,Flora Kitchen - Cooking Class,"Lầu 5 Nhà Hàng Hoàng Yến, 148 Hai Bà Trưng, P. Đa Kao, Quận 1, TP. HCM",08:00 - 22:00,300.000 - 700.000,8.6,9.5,7.0,10.0,8.5,8.0,https://www.foody.vn/ho-chi-minh/flora-kitchen-cooking-class,TPHCM,Nha Hang,872
1257,Cocochin Food Court - Saigon House,"Tầng Trệt & Tầng 1, Saigon House, 77 Nguyễn Huệ, Quận 1, TP. HCM",10:00 - 22:30,100.000 - 300.000,7.6,7.5,7.0,7.3,8.1,8.3,https://www.foody.vn/ho-chi-minh/cocochin-food-court-saigon-house,TPHCM,Nha Hang,34
1258,Mộc Vị Quán - Mì Quảng & Cơm Dĩa Nóng - Sư Vạn Hạnh,"732 Sư Vạn Hạnh, P. 12, Quận 10, TP. HCM",08:30 - 21:30,29.000 - 45.000,7.0,7.0,7.0,6.9,7.0,7.3,https://www.foody.vn/ho-chi-minh/moc-vi-quan-mi-quang-com-dia-nong-su-van-hanh,TPHCM,Nha Hang,73
1259,Lẩu Hoàng Yến - Vạn Hạnh Mall,"Tầng 5,  13A Vạn Hạnh Mall, 11 Sư Vạn Hạnh, P. 12, Quận 10, TP. HCM",10:00 - 22:00,100.000 - 500.000,6.8,7.1,6.2,6.6,7.1,7.1,https://www.foody.vn/ho-chi-minh/lau-hoang-yen-van-hanh-mall,TPHCM,Buffet,595
1260,Lẩu Hoàng Yến - Vạn Hạnh Mall,"Tầng 5,  13A Vạn Hạnh Mall, 11 Sư Vạn Hạnh, P. 12, Quận 10, TP. HCM",10:00 - 22:00,100.000 - 500.000,6.8,7.1,6.2,6.6,7.1,7.1,https://www.foody.vn/ho-chi-minh/lau-hoang-yen-van-hanh-mall,TPHCM,Nha Hang,595
1261,Lẩu Hoàng Yến - Vạn Hạnh Mall,"Tầng 5,  13A Vạn Hạnh Mall, 11 Sư Vạn Hạnh, P. 12, Quận 10, TP. HCM",10:00 - 22:00,100.000 - 500.000,6.8,7.1,6.2,6.6,7.1,7.1,https://www.foody.vn/ho-chi-minh/lau-hoang-yen-van-hanh-mall,TPHCM,Buffet,595
1262,Lẩu Hoàng Yến - Vạn Hạnh Mall,"Tầng 5,  13A Vạn Hạnh Mall, 11 Sư Vạn Hạnh, P. 12, Quận 10, TP. HCM",10:00 - 22:00,100.000 - 500.000,6.8,7.1,6.2,6.6,7.1,7.1,https://www.foody.vn/ho-chi-minh/lau-hoang-yen-van-hanh-mall,TPHCM,Nha Hang,595
1263,Cocochin Food Court - The Garden Mall,"Tầng 3,  Tầng 3 The Garden Mall, 190 Hồng Bàng, P. 15, Quận 5, TP. HCM",10:00 - 22:30,100.000 - 300.000,7.3,6.6,7.4,6.1,8.7,7.9,https://www.foody.vn/ho-chi-minh/cocochin-food-court-the-garden-mall,TPHCM,Nha Hang,1136
1264,Hoàng Yến Buffet - Vạn Hạnh Mall,"Tầng 5,  Lầu 5, 13 Vạn Hạnh Mall, 11 Sư Vạn Hạnh, P. 12, Quận 10, TP. HCM",09:00 - 22:00,200.000 - 810.000,7.2,7.1,6.6,7.3,7.4,7.7,https://www.foody.vn/ho-chi-minh/hoang-yen-buffet-van-hanh-mall,TPHCM,Buffet,62
1265,Hoàng Yến Buffet - Vạn Hạnh Mall,"Tầng 5,  Lầu 5, 13 Vạn Hạnh Mall, 11 Sư Vạn Hạnh, P. 12, Quận 10, TP. HCM",09:00 - 22:00,200.000 - 810.000,7.2,7.1,6.6,7.3,7.4,7.7,https://www.foody.vn/ho-chi-minh/hoang-yen-buffet-van-hanh-mall,TPHCM,Nha Hang,62
1266,Hoàng Yến Buffet - Vạn Hạnh Mall,"Tầng 5,  Lầu 5, 13 Vạn Hạnh Mall, 11 Sư Vạn Hạnh, P. 12, Quận 10, TP. HCM",09:00 - 22:00,200.000 - 810.000,7.2,7.1,6.6,7.3,7.4,7.7,https://www.foody.vn/ho-chi-minh/hoang-yen-buffet-van-hanh-mall,TPHCM,Buffet,62
1267,Hoàng Yến Buffet - Vạn Hạnh Mall,"Tầng 5,  Lầu 5, 13 Vạn Hạnh Mall, 11 Sư Vạn Hạnh, P. 12, Quận 10, TP. HCM",09:00 - 22:00,200.000 - 810.000,7.2,7.1,6.6,7.3,7.4,7.7,https://www.foody.vn/ho-chi-minh/hoang-yen-buffet-van-hanh-mall,TPHCM,Nha Hang,62
1268,Mộc Vị Quán - Mì Quảng & Cơm Dĩa Nóng - Phan Xích Long,"001 Chung Cư A2, 348 Phan Xích Long, Quận Phú Nhuận, TP. HCM",08:30 - 21:00,39.000 - 69.000,7.6,7.6,7.6,7.5,7.7,7.8,https://www.foody.vn/ho-chi-minh/moc-vi-quan-mi-quang-com-dia-nong-phan-xich-long,TPHCM,Nha Hang,464
1269,Hoàng Yến Buffet - The Garden Mall,"Zone C, Tầng 3 The Garden Mall, 190 Hồng Bàng, P. 12, Quận 5, TP. HCM",11:00 - 14:00 | 18:00 - 22:00,200.000 - 385.000,7.8,8.2,7.7,8.2,8.4,6.5,https://www.foody.vn/ho-chi-minh/hoang-yen-buffet-the-garden-mall,TPHCM,Buffet,151
1270,Hoàng Yến Buffet - The Garden Mall,"Zone C, Tầng 3 The Garden Mall, 190 Hồng Bàng, P. 12, Quận 5, TP. HCM",11:00 - 14:00 | 18:00 - 22:00,200.000 - 385.000,7.8,8.2,7.7,8.2,8.4,6.5,https://www.foody.vn/ho-chi-minh/hoang-yen-buffet-the-garden-mall,TPHCM,Nha Hang,151
1271,Hoàng Yến Buffet - The Garden Mall,"Zone C, Tầng 3 The Garden Mall, 190 Hồng Bàng, P. 12, Quận 5, TP. HCM",11:00 - 14:00 | 18:00 - 22:00,200.000 - 385.000,7.8,8.2,7.7,8.2,8.4,6.5,https://www.foody.vn/ho-chi-minh/hoang-yen-buffet-the-garden-mall,TPHCM,Buffet,151
1272,Hoàng Yến Buffet - The Garden Mall,"Zone C, Tầng 3 The Garden Mall, 190 Hồng Bàng, P. 12, Quận 5, TP. HCM",11:00 - 14:00 | 18:00 - 22:00,200.000 - 385.000,7.8,8.2,7.7,8.2,8.4,6.5,https://www.foody.vn/ho-chi-minh/hoang-yen-buffet-the-garden-mall,TPHCM,Nha Hang,151
1273,Mộc Vị Quán - Mì Quảng & Cơm Dĩa Nóng - Nguyễn Gia Trí,"160 Nguyễn Gia Trí, P. 25, Quận Bình Thạnh, TP. HCM",08:30 - 21:00,39.000 - 69.000,8.5,8.8,8.4,8.2,8.6,8.4,https://www.foody.vn/ho-chi-minh/moc-vi-quan-mi-quang-com-dia-nong-nguyen-gia-tri,TPHCM,Nha Hang,1053
1274,Bornga Restaurant - Lý Tự Trọng,"45 Lý Tự Trọng, P. Bến Nghé, Quận 1, TP. HCM",10:00 - 22:00,60.000 - 300.000,7.6,8.0,6.7,7.4,7.8,8.0,https://www.foody.vn/ho-chi-minh/bornga-restaurant-ly-tu-trong,TPHCM,Nha Hang,1196
1275,Hoàng Yến Buffet - Pearl Plaza,"Tầng 4,  Tầng 4, Pearl Plaza, 561A Điện Biên Phủ, P. 25, Quận Bình Thạnh, TP. HCM",18:00 - 22:00,200.000 - 385.000,8.2,8.1,7.9,7.8,8.6,8.6,https://www.foody.vn/ho-chi-minh/hoang-yen-buffet-pearl-plaza,TPHCM,Buffet,621
1276,Hoàng Yến Buffet - Pearl Plaza,"Tầng 4,  Tầng 4, Pearl Plaza, 561A Điện Biên Phủ, P. 25, Quận Bình Thạnh, TP. HCM",18:00 - 22:00,200.000 - 385.000,8.2,8.1,7.9,7.8,8.6,8.6,https://www.foody.vn/ho-chi-minh/hoang-yen-buffet-pearl-plaza,TPHCM,Nha Hang,621
1277,Hoàng Yến Buffet - Pearl Plaza,"Tầng 4,  Tầng 4, Pearl Plaza, 561A Điện Biên Phủ, P. 25, Quận Bình Thạnh, TP. HCM",18:00 - 22:00,200.000 - 385.000,8.2,8.1,7.9,7.8,8.6,8.6,https://www.foody.vn/ho-chi-minh/hoang-yen-buffet-pearl-plaza,TPHCM,Buffet,621
1278,Hoàng Yến Buffet - Pearl Plaza,"Tầng 4,  Tầng 4, Pearl Plaza, 561A Điện Biên Phủ, P. 25, Quận Bình Thạnh, TP. HCM",18:00 - 22:00,200.000 - 385.000,8.2,8.1,7.9,7.8,8.6,8.6,https://www.foody.vn/ho-chi-minh/hoang-yen-buffet-pearl-plaza,TPHCM,Nha Hang,621
1279,Bornga Restaurant - Vincom Landmark 81,"Tầng 5,  L5-01 Vincom Landmark 81, 772 Điện Biên Phủ, P. 22, Quận Bình Thạnh, TP. HCM",11:00 - 20:50,400.000 - 600.000,6.3,6.4,5.5,5.6,6.8,7.2,https://www.foody.vn/ho-chi-minh/bornga-restaurant-vincom-landmark-81,TPHCM,Nha Hang,760
1280,Tokyo Deli Express - Sushi - Park View Phú Mỹ Hưng,"SC6-1, Nguyễn Đức Cảnh, P. Tân Phong, Quận 7, TP. HCM",11:00 - 20:00,100.000 - 330.000,7.3,7.5,7.1,7.2,7.2,7.6,https://www.foody.vn/ho-chi-minh/tokyo-deli-park-view-phu-my-hung,TPHCM,Nha Hang,160
1281,Nhà Hàng Chả Cá Đế Vương,"794 Sư Vạn Hạnh, P. 12, Quận 10, TP. HCM",10:00 - 14:00 | 10:00 - 14:00 | 17:00 - 22:30,20.000 - 469.000,8.8,8.9,8.3,8.9,9.0,8.9,https://www.foody.vn/ho-chi-minh/nha-hang-cha-ca-de-vuong,TPHCM,Nha Hang,611
1282,Tokyo Deli Express - Sushi - Hồ Bán Nguyệt,"Lô CR1, 103 Tôn Dật Tiên, Quận 7, TP. HCM",11:00 - 20:00,55.000 - 275.000,7.5,7.7,7.1,7.1,7.7,8.1,https://www.foody.vn/ho-chi-minh/tokyo-deli-crescent-phu-my-hung,TPHCM,Nha Hang,450
1283,King BBQ Buffet - Mạc Đĩnh Chi,"38 Mạc Đĩnh Chi, P. Đa Kao, Quận 1, TP. HCM",08:30 - 23:00,100.000 - 700.000,6.3,6.2,6.0,6.0,6.5,6.9,https://www.foody.vn/ho-chi-minh/king-bbq-buffet-mac-dinh-chi,TPHCM,Buffet,95
1284,Nhà Hàng Chả Cá Đế Vương - Kỳ Đồng,"16 Kỳ Đồng, P. 9, Quận 3, TP. HCM",10:00 - 14:00 | 17:00 - 22:30,20.000 - 469.000,8.5,8.5,8.4,8.2,8.4,8.8,https://www.foody.vn/ho-chi-minh/nha-hang-cha-ca-de-vuong-ky-dong,TPHCM,Nha Hang,949
1285,Tokyo Deli Express - Sushi - Phan Xích Long,"242 - 244 Phan Xích Long, P. 7, Quận Phú Nhuận, TP. HCM",11:00 - 20:00,80.000 - 165.000,7.5,7.7,7.0,7.3,7.7,7.7,https://www.foody.vn/ho-chi-minh/tokyo-deli-phan-xich-long,TPHCM,Nha Hang,344
1286,King BBQ Buffet - Sư Vạn Hạnh,"716 Sư Vạn Hạnh (Nối Dài), P. 12, Quận 10, TP. HCM",10:30 - 22:30,180.000 - 450.000,6.9,7.0,6.7,6.9,6.9,7.3,https://www.foody.vn/ho-chi-minh/king-bbq-buffet-su-van-hanh,TPHCM,Buffet,1131
1287,Nhà Hàng Chả Cá Đế Vương - Trường Sơn,"35 Trường Sơn, P. 4, Quận Tân Bình, TP. HCM",10:00 - 14:00 | 17:00 - 22:30,20.000 - 469.000,10.0,10.0,10.0,10.0,10.0,10.0,https://www.foody.vn/ho-chi-minh/nha-hang-cha-ca-de-vuong-truong-son,TPHCM,Nha Hang,548
1288,Tokyo Deli Express - Sushi - Trường Sơn,"4 Trường Sơn, Quận Tân Bình, TP. HCM",11:00 - 20:00,100.000 - 165.000,7.5,7.8,7.0,7.4,7.7,7.7,https://www.foody.vn/ho-chi-minh/tokyo-deli-truong-son,TPHCM,Nha Hang,1100
1289,Nhà Hàng Chả Cá Đế Vương - Phan Văn Trị,"529 Phan Văn Trị, P. 5, Quận Gò Vấp, TP. HCM",10:00 - 14:00 | 17:00 - 22:30,20.000 - 469.000,8.0,8.0,7.0,8.0,8.0,9.0,https://www.foody.vn/ho-chi-minh/nha-hang-cha-ca-de-vuong-phan-van-tri,TPHCM,Nha Hang,229
1290,King BBQ - Vua Nướng Hàn Quốc - Nguyễn Văn Quá,"867A Nguyễn Văn Quá, P. Đông Hưng Thuận, Quận 12, TP. HCM",10:00 - 22:00,199.000 - 329.000,7.4,7.9,7.0,7.7,7.2,7.3,https://www.foody.vn/ho-chi-minh/king-bbq-vua-nuong-han-quoc-nguyen-van-qua,TPHCM,Buffet,536
1291,Tokyo Deli Express - Sushi - Trần Hưng Đạo,"120Bis Trần Hưng Đạo, P. Phạm Ngũ Lão, Quận 1, TP. HCM",11:00 - 20:00,80.000 - 165.000,7.8,8.0,7.4,7.7,7.8,8.0,https://www.foody.vn/ho-chi-minh/tokyo-deli-tran-hung-dao,TPHCM,Nha Hang,1054
1292,King BBQ Buffet - Hoàng Hoa Thám,"Tầng 1,  Tầng 1, 131 Hoàng Hoa Thám, P. 13, Quận Tân Bình, TP. HCM",09:00 - 22:00,100.000 - 400.000,6.9,6.9,6.8,6.8,7.7,6.6,https://www.foody.vn/ho-chi-minh/king-bbq-buffet-hoang-hoa-tham,TPHCM,Buffet,297
1293,Ngõ - Món Việt - Saigon Centre,"Tầng 5,  L5 - 04 Saigon Centre, 65 Lê Lợi, P. Bến Nghé, Quận 1, TP. HCM",11:00 - 20:00,65.000 - 100.000,7.1,7.0,6.6,7.1,7.3,7.7,https://www.foody.vn/ho-chi-minh/ngo-mon-viet-saigon-centre,TPHCM,Nha Hang,900
1294,Dookki Việt Nam - Lẩu & Buffet Tokpokki - Lotte Mart Tân Bình,"Tầng 2,  Tầng 2, Lotte Mart Tân Bình, 20 Cộng Hòa, P. 4, Quận Tân Bình, TP. HCM",11:00 - 22:00,39.000 - 495.000,6.4,6.6,6.5,5.8,6.4,6.5,https://www.foody.vn/ho-chi-minh/dookki-lau-buffet-tokpokki-pico-lotte,TPHCM,Buffet,405
1295,Ngõ - Món Việt - Crescent Mall,"Gian Hàng 3F-55, Tầng 3, Trung Tâm Thương Mại Crescent Mall, 101 Tôn Dật Tiên, P. Tân Phú, Quận 7, TP. HCM",11:00 - 20:00,65.000 - 100.000,8.5,8.7,7.7,9.0,8.3,8.7,https://www.foody.vn/ho-chi-minh/ngo-mon-viet-crescent-mall,TPHCM,Nha Hang,490
1296,Tokyo Deli Express - Sushi - Song Hành,"34 Song Hành, Khu Phố 5, P. An Phú, Tp. Thủ Đức, TP. HCM",11:00 - 20:00,150.000 - 275.000,7.7,7.9,7.5,7.5,7.6,7.9,https://www.foody.vn/ho-chi-minh/tokyo-deli-song-hanh,TPHCM,Nha Hang,938
1297,Dookki Việt Nam - Lẩu & Buffet Tokpokki - Vincom Thủ Đức,"Tầng 4,  Tầng 4 Vincom Thủ Đức, 216 Võ Văn Ngân, Tp. Thủ Đức, TP. HCM",11:00 - 22:00,39.000 - 495.000,6.7,6.8,6.8,7.1,6.1,6.9,https://www.foody.vn/ho-chi-minh/dookki-viet-nam-lau-buffet-tokpokki-vincom-thu-duc,TPHCM,Buffet,1060
1298,Burger King - Phú Mỹ Hưng,"952 Nguyễn Văn Linh, P. Tân Phong, Quận 7, TP. HCM",10:00 - 22:00,80.000 - 121.000,6.1,6.3,5.8,6.0,6.3,6.1,https://www.foody.vn/ho-chi-minh/burger-king-phu-my-hung,TPHCM,Nha Hang,788
1299,Tokyo Deli Express - Sushi - Nguyễn Thị Thập,"31 - 33 Nguyễn Thị Thập, KĐT Him Lam, P. Tân Hưng, Quận 7, TP. HCM",11:00 - 20:00,150.000 - 275.000,7.4,7.7,6.7,7.4,7.6,7.4,https://www.foody.vn/ho-chi-minh/tokyo-deli-nguyen-thi-thap,TPHCM,Nha Hang,750
1300,Dookki Việt Nam - Lẩu & Buffet Tokpokki - Vincom Mega Mall Thảo Điền,"Tầng 5,  Tầng 5 Vincom Mega Mall Thảo Điền, 161 Xa Lộ Hà Nội, P. Thảo Điền, Quận 2, TP. HCM",11:00 - 22:00,39.000 - 495.000,7.3,7.3,7.3,7.0,7.5,7.6,https://www.foody.vn/ho-chi-minh/dookki-viet-nam-lau-buffet-tokpokki-vincom-mega-mall-thao-dien,TPHCM,Buffet,795
1301,Tokyo Deli Express - Sushi - 3 Tháng 2,"386 - 388 Đường 3 Tháng 2, Quận 10, TP. HCM",11:00 - 20:00,50.000 - 200.000,7.6,7.8,7.1,7.7,7.8,7.7,https://www.foody.vn/ho-chi-minh/tokyo-deli-duong-3-thang-2,TPHCM,Nha Hang,966
1302,Burger King - Trường Chinh,"138A Trường Chinh, P. 12, Quận Tân Bình, TP. HCM",10:00 - 22:00,60.000 - 110.000,,5.4,5.2,5.5,5.5,5.5,https://www.foody.vn/ho-chi-minh/burger-king-truong-chinh,TPHCM,Nha Hang,644
1303,Tokyo Deli Express - Sushi - Vincom Mega Mall Thảo Điền,"Tầng 5,  Tầng 5, Vincom Mega Mall Thảo Điền, 159 Xa Lộ Hà Nội, P. Thảo Điền, Tp. Thủ Đức, TP. HCM",11:00 - 20:00,100.000 - 287.000,6.5,6.2,6.5,6.0,6.6,7.0,https://www.foody.vn/ho-chi-minh/tokyo-deli-vincom-thao-dien,TPHCM,Nha Hang,546
1304,Dookki Việt Nam - Lẩu & Buffet Tokpokki - Nowzone,"RT-15810, Tầng 4 Nowzone, 235 Nguyễn Văn Cừ, P. Nguyễn Cư Trinh, Quận 1, TP. HCM",11:00 - 22:00,139.000 - 139.000,6.6,6.2,6.7,6.5,6.3,7.1,https://www.foody.vn/ho-chi-minh/dookki-viet-nam-lau-buffet-tokpokki-nowzone,TPHCM,Buffet,376
1305,Burger King - Phạm Ngũ Lão,"275 - 277 Phạm Ngũ Lão, P. Phạm Ngũ Lão, Quận 1, TP. HCM",10:00 - 22:00,80.000 - 121.000,6.5,6.8,6.0,6.5,6.5,6.8,https://www.foody.vn/ho-chi-minh/burger-king-pham-ngu-lao,TPHCM,Nha Hang,414
1306,Tokyo Deli Express - Sushi - Parkson Flemington,"Tầng Trệt,  Tầng Trệt Parkson Flemington, 184 Lê Đại Hành, P. 15, Quận 11, TP. HCM",11:00 - 20:00,100.000 - 300.000,6.4,6.2,6.6,6.0,6.5,6.5,https://www.foody.vn/ho-chi-minh/tokyo-deli-parkson-flemington,TPHCM,Nha Hang,593
1307,Dookki Việt Nam - Lẩu & Buffet Tokpokki - SC Vivo City,"Tầng 3,  Tầng 3 SC Vivo City, 1058 Nguyễn Văn Linh, P. Tân Phong, Quận 7, TP. HCM",11:00 - 22:00,139.000 - 150.000,6.7,6.7,7.1,6.2,6.7,7.0,https://www.foody.vn/ho-chi-minh/dookki-viet-nam-lau-buffet-tokpokki-sc-vivo-city,TPHCM,Buffet,413
1308,Burger King - Sân Bay Tân Sơn Nhất,"Tầng 2, Nhà Ga Đi Quốc Tế, Quận Tân Bình, TP. HCM",10:00 - 22:00,80.000 - 120.000,,5.9,4.9,5.6,5.5,6.3,https://www.foody.vn/ho-chi-minh/burger-king-san-bay-tan-son-nhat,TPHCM,Nha Hang,121
1309,Tokyo Deli Express - Sushi - Phan Văn Trị,"366A3 Phan Văn Trị, P. 5, Quận Gò Vấp, TP. HCM",11:00 - 20:00,80.000 - 200.000,8.3,8.8,7.9,8.6,7.9,8.6,https://www.foody.vn/ho-chi-minh/tokyo-deli-phan-van-tri,TPHCM,Nha Hang,1154
1310,Dookki Việt Nam - Lẩu & Buffet Tokpokki - Crescent Mall,"Tầng 4,  Tầng 4, 101 Tôn Dật Tiên, P. Tân Phú, Quận 7, TP. HCM",10:00 - 22:00,20.000 - 139.000,7.3,7.1,7.6,7.1,7.1,7.4,https://www.foody.vn/ho-chi-minh/dookki-viet-nam-lau-buffet-tokpokki-crescent-mall,TPHCM,Buffet,664
1311,Burger King - Thảo Điền,"20 Thảo Điền, P. Thảo Điền, Tp. Thủ Đức, TP. HCM",10:00 - 22:00,50.000 - 100.000,,5.7,6.1,5.6,6.4,6.0,https://www.foody.vn/ho-chi-minh/burger-king-thao-dien,TPHCM,Nha Hang,28
1312,Tokyo Deli Express - Sushi - Tên Lửa,"306 - 308 Tên Lửa, P. Bình Trị Đông B, Quận Bình Tân, TP. HCM",11:00 - 20:00,80.000 - 200.000,7.9,8.2,7.5,8.2,7.8,7.8,https://www.foody.vn/ho-chi-minh/tokyo-deli-ten-lua,TPHCM,Nha Hang,398
1313,Dookki Việt Nam - Lẩu & Buffet Tokpokki - Aeon Mall Bình Tân,"Tầng 3,  Tầng 3, Aeon Mall Bình Tân, 1 Đường Số 17A, P. Bình Trị Đông B, Quận Bình Tân, TP. HCM",11:00 - 22:00,139.000 - 160.000,,4.6,5.4,4.8,5.2,6.3,https://www.foody.vn/ho-chi-minh/dookki-viet-nam-lau-buffet-tokpokki-aeon-mall-binh-tan,TPHCM,Buffet,651
1314,Burger King - Nguyễn Tri Phương,"539 Nguyễn Tri Phương, P. 8, Quận 10, TP. HCM",10:00 - 22:00,50.000 - 110.000,,4.8,4.4,4.7,4.8,5.2,https://www.foody.vn/ho-chi-minh/burger-king-nguyen-tri-phuong,TPHCM,Nha Hang,599
1315,Dookki Việt Nam - Lẩu & Buffet Tokpokki - Satra Phạm Hùng,"Tầng 3,  Tầng 3 TTTM Satra, C6/27 Phạm Hùng, Xã Bình Hưng, Huyện Bình Chánh, TP. HCM",11:00 - 22:00,139.000 - 150.000,8.1,8.1,8.1,8.1,8.3,7.7,https://www.foody.vn/ho-chi-minh/dookki-viet-nam-lau-buffet-tokpokki-satra-pham-hung,TPHCM,Buffet,1125
1316,Sân Mây Cafe & Nhà Hàng Chay,"155 Nguyễn Văn Thủ, P. Đa Kao, Quận 1, TP. HCM",07:00 - 12:00,11.000 - 265.000,7.4,7.8,7.0,7.2,7.5,7.3,https://www.foody.vn/ho-chi-minh/san-may-cafe-nha-hang-chay,TPHCM,Nha Hang,194
1317,Sân Mây - Nhà Hàng Chay,"771 Lê Hồng Phong (Nối Dài), P. 12, Quận 10, TP. HCM",07:00 - 21:30,20.000 - 150.000,6.6,6.9,6.2,6.0,6.6,7.3,https://www.foody.vn/ho-chi-minh/san-may-nha-hang-chay,TPHCM,Nha Hang,185
1318,Dookki Việt Nam - Lẩu & Buffet Tokpokki - Giga Mall Thủ Đức,"TầNg 1, Giga Mall Thủ ĐứC, 240 - 242 Kha VạN Cân, P. HiệP BìNh CháNh, Tp. Thủ Đức, TP. HCM",11:00 - 22:00,139.000 - 155.000,8.0,8.3,7.6,8.0,8.4,7.6,https://www.foody.vn/ho-chi-minh/dookki-viet-nam-lau-buffet-tokpokki-giga-mall-thu-duc,TPHCM,Buffet,175
1319,Khao Lao AEON Mall Tân Phú,"Tầng 3,  Lô T49, Tầng 3, AEON Mall Tân Phú, 30 Bờ Bao Tân Thắng, P. Sơn Kỳ, Quận Tân Phú, TP. HCM",10:00 - 21:15,50.000 - 250.000,6.7,6.7,6.0,6.7,7.2,6.8,https://www.foody.vn/ho-chi-minh/khao-lao-aeon-mall-tan-phu,TPHCM,Nha Hang,511
