,rest_name,rest_address,time_open,price,avg_score,quality_score,price_score,service_score,space_score,location_score,link,Location,Cate,rest_id
551,Buffet Hải Sản - Café Central An Đông - Khách Sạn Windsor Plaza,"Windsor Plaza, 18 An Dương Vương, Quận 5, TP. HCM",11:30 - 14:30 | 18:00 - 22:00,449.000 - 853.000,7.2,7.2,6.4,7.3,7.6,7.4,https://www.foody.vn/ho-chi-minh/buffet-windsor-cafe-central-an-dong-windsor-plaza,TPHCM,Sang Trong,1025
552,Nhung qa test - Test - 1,"12 Nguyễn Đình Chiểu, Phường Phạm Ngũ Lão, Quận 1, TP. HCM",09:00 - 22:00,150.000 - 275.000,7.1,6.9,6.6,6.7,8.1,7.1,https://www.foody.vn/ho-chi-minh/lang-du-lich-binh-quoi-i,TPHCM,Nha Hang,80
553,"Vitamin Bar III - Sinh Tố, Ăn Vặt & Cá Viên Chiên","421 Nguyễn Thái Bình, Quận Tân Bình, TP. HCM",09:30 - 23:00,12.000 - 25.000,6.9,7.0,7.2,6.2,6.9,7.0,https://www.foody.vn/ho-chi-minh/vitamin-bar-iii-sinh-to-an-vat,TPHCM,An Vat Via He,732
554,Nhà Hàng Ngân Đình - Windsor Plaza,"Windsor Plaza, 18 An Dương Vương, Quận 5, TP. HCM",07:00 - 14:00 | 17:00 - 22:00,38.000 - 2.820.000,7.5,7.9,6.6,7.4,8.0,7.6,https://www.foody.vn/ho-chi-minh/nha-hang-ngan-dinh-windsor-plaza,TPHCM,Nha Hang,2
555,Nhà Hàng Ngân Đình - Windsor Plaza,"Windsor Plaza, 18 An Dương Vương, Quận 5, TP. HCM",07:00 - 14:00 | 17:00 - 22:00,38.000 - 2.820.000,7.5,7.9,6.6,7.4,8.0,7.6,https://www.foody.vn/ho-chi-minh/nha-hang-ngan-dinh-windsor-plaza,TPHCM,Sang Trong,2
556,Nhà Hàng Ngân Đình - Windsor Plaza,"Windsor Plaza, 18 An Dương Vương, Quận 5, TP. HCM",07:00 - 14:00 | 17:00 - 22:00,38.000 - 2.820.000,7.5,7.9,6.6,7.4,8.0,7.6,https://www.foody.vn/ho-chi-minh/nha-hang-ngan-dinh-windsor-plaza,TPHCM,Nha Hang,2
557,Nhà Hàng Ngân Đình - Windsor Plaza,"Windsor Plaza, 18 An Dương Vương, Quận 5, TP. HCM",07:00 - 14:00 | 17:00 - 22:00,38.000 - 2.820.000,7.5,7.9,6.6,7.4,8.0,7.6,https://www.foody.vn/ho-chi-minh/nha-hang-ngan-dinh-windsor-plaza,TPHCM,Sang Trong,2
558,Kissho - Nhà Hàng Nhật Bản,"14 Nguyễn Huệ, P. Bến Nghé, Quận 1, TP. HCM",11:00 - 23:00,300.000 - 1.100.000,7.7,7.8,6.3,8.0,8.1,8.2,https://www.foody.vn/ho-chi-minh/kissho,TPHCM,Nha Hang,81
559,Kissho - Nhà Hàng Nhật Bản,"14 Nguyễn Huệ, P. Bến Nghé, Quận 1, TP. HCM",11:00 - 23:00,300.000 - 1.100.000,7.7,7.8,6.3,8.0,8.1,8.2,https://www.foody.vn/ho-chi-minh/kissho,TPHCM,Sang Trong,81
560,Kissho - Nhà Hàng Nhật Bản,"14 Nguyễn Huệ, P. Bến Nghé, Quận 1, TP. HCM",11:00 - 23:00,300.000 - 1.100.000,7.7,7.8,6.3,8.0,8.1,8.2,https://www.foody.vn/ho-chi-minh/kissho,TPHCM,Nha Hang,81
561,Kissho - Nhà Hàng Nhật Bản,"14 Nguyễn Huệ, P. Bến Nghé, Quận 1, TP. HCM",11:00 - 23:00,300.000 - 1.100.000,7.7,7.8,6.3,8.0,8.1,8.2,https://www.foody.vn/ho-chi-minh/kissho,TPHCM,Sang Trong,81
562,Khu Du Lịch Bình Quới 3 - Quán Xưa,"1019 Bình Quới, P. 28, Quận Bình Thạnh, TP. HCM",10:00 - 23:00,50.000 - 495.000,,5.6,5.2,5.6,6.5,5.8,https://www.foody.vn/ho-chi-minh/khu-du-lich-binh-quoi-3-quan-xua,TPHCM,Nha Hang,1164
563,Đức Bảo Gartenstadt - Ẩm Thực Đức,"34 - 36 Đồng Khởi, P. Bến Nghé, Quận 1, TP. HCM",10:30 - 23:59,250.000 - 440.000,7.8,8.2,6.7,8.0,7.9,8.4,https://www.foody.vn/ho-chi-minh/duc-bao-gartenstadt,TPHCM,Nha Hang,331
564,Đức Bảo Gartenstadt - Ẩm Thực Đức,"34 - 36 Đồng Khởi, P. Bến Nghé, Quận 1, TP. HCM",10:30 - 23:59,250.000 - 440.000,7.8,8.2,6.7,8.0,7.9,8.4,https://www.foody.vn/ho-chi-minh/duc-bao-gartenstadt,TPHCM,Sang Trong,331
565,Đức Bảo Gartenstadt - Ẩm Thực Đức,"34 - 36 Đồng Khởi, P. Bến Nghé, Quận 1, TP. HCM",10:30 - 23:59,250.000 - 440.000,7.8,8.2,6.7,8.0,7.9,8.4,https://www.foody.vn/ho-chi-minh/duc-bao-gartenstadt,TPHCM,Nha Hang,331
566,Đức Bảo Gartenstadt - Ẩm Thực Đức,"34 - 36 Đồng Khởi, P. Bến Nghé, Quận 1, TP. HCM",10:30 - 23:59,250.000 - 440.000,7.8,8.2,6.7,8.0,7.9,8.4,https://www.foody.vn/ho-chi-minh/duc-bao-gartenstadt,TPHCM,Sang Trong,331
567,"Vitamin Bar IV - Sinh Tố, Ăn Vặt & Cá Viên Chiên","75B Thiên Phước, P. 15, Quận 11, TP. HCM",09:00 - 22:45,12.000 - 25.000,8.4,8.6,9.2,7.8,7.8,8.6,https://www.foody.vn/ho-chi-minh/vitamin-bar-iv-sinh-to-an-vat-ca-vien-chien,TPHCM,An Vat Via He,1120
568,Khu Du Lịch Bình Quới 2,"Cuối Đường Bình Quới, P. 28, Quận Bình Thạnh, TP. HCM",17:00 - 21:00,150.000 - 275.000,6.4,6.2,6.0,6.1,7.3,6.4,https://www.foody.vn/ho-chi-minh/buffet-khu-du-lich-binh-quoi-2,TPHCM,Nha Hang,21
569,Amigo Hữu Nghị Restaurant - Beefsteak & Grill,"55 - 57 Nguyễn Huệ, P. Bến Nghé, Quận 1, TP. HCM",11:00 - 23:00,200.000 - 880.000,7.9,8.2,7.0,8.0,7.8,8.4,https://www.foody.vn/ho-chi-minh/amigo-restaurant,TPHCM,Nha Hang,885
570,Amigo Hữu Nghị Restaurant - Beefsteak & Grill,"55 - 57 Nguyễn Huệ, P. Bến Nghé, Quận 1, TP. HCM",11:00 - 23:00,200.000 - 880.000,7.9,8.2,7.0,8.0,7.8,8.4,https://www.foody.vn/ho-chi-minh/amigo-restaurant,TPHCM,Sang Trong,885
571,Amigo Hữu Nghị Restaurant - Beefsteak & Grill,"55 - 57 Nguyễn Huệ, P. Bến Nghé, Quận 1, TP. HCM",11:00 - 23:00,200.000 - 880.000,7.9,8.2,7.0,8.0,7.8,8.4,https://www.foody.vn/ho-chi-minh/amigo-restaurant,TPHCM,Nha Hang,885
572,Amigo Hữu Nghị Restaurant - Beefsteak & Grill,"55 - 57 Nguyễn Huệ, P. Bến Nghé, Quận 1, TP. HCM",11:00 - 23:00,200.000 - 880.000,7.9,8.2,7.0,8.0,7.8,8.4,https://www.foody.vn/ho-chi-minh/amigo-restaurant,TPHCM,Sang Trong,885
573,Ốc Hoàng - Lê Thị Hồng,"40/40 Lê Thị Hồng, Quận Gò Vấp, TP. HCM",16:00 - 22:00,20.000 - 35.000,6.6,7.1,6.6,6.6,6.1,6.5,https://www.foody.vn/ho-chi-minh/oc-hoang-le-thi-hong,TPHCM,An Vat Via He,202
574,Gà Rán KFC - Bà Hom,"95 Bà Hom, P. 13, Quận 6, TP. HCM",09:00 - 22:00,30.000 - 88.000,7.1,7.5,6.8,7.3,6.9,7.2,https://www.foody.vn/ho-chi-minh/kfc-ba-hom,TPHCM,Nha Hang,848
575,Gà Rán KFC - Bà Hom,"95 Bà Hom, P. 13, Quận 6, TP. HCM",09:00 - 22:00,30.000 - 88.000,7.1,7.5,6.8,7.3,6.9,7.2,https://www.foody.vn/ho-chi-minh/kfc-ba-hom,TPHCM,Sang Trong,848
576,Gà Rán KFC - Bà Hom,"95 Bà Hom, P. 13, Quận 6, TP. HCM",09:00 - 22:00,30.000 - 88.000,7.1,7.5,6.8,7.3,6.9,7.2,https://www.foody.vn/ho-chi-minh/kfc-ba-hom,TPHCM,Nha Hang,848
577,Gà Rán KFC - Bà Hom,"95 Bà Hom, P. 13, Quận 6, TP. HCM",09:00 - 22:00,30.000 - 88.000,7.1,7.5,6.8,7.3,6.9,7.2,https://www.foody.vn/ho-chi-minh/kfc-ba-hom,TPHCM,Sang Trong,848
578,Cafe Central Nguyễn Huệ,"74 Nguyễn Huệ, P. Bến Nghé, Quận 1, TP. HCM",07:00 - 23:00,50.000 - 330.000,6.9,6.6,5.8,6.4,7.5,8.4,https://www.foody.vn/ho-chi-minh/cafe-central-nguyen-hue,TPHCM,Nha Hang,191
579,Cafe Central Nguyễn Huệ,"74 Nguyễn Huệ, P. Bến Nghé, Quận 1, TP. HCM",07:00 - 23:00,50.000 - 330.000,6.9,6.6,5.8,6.4,7.5,8.4,https://www.foody.vn/ho-chi-minh/cafe-central-nguyen-hue,TPHCM,Sang Trong,191
580,Cafe Central Nguyễn Huệ,"74 Nguyễn Huệ, P. Bến Nghé, Quận 1, TP. HCM",07:00 - 23:00,50.000 - 330.000,6.9,6.6,5.8,6.4,7.5,8.4,https://www.foody.vn/ho-chi-minh/cafe-central-nguyen-hue,TPHCM,Nha Hang,191
581,Cafe Central Nguyễn Huệ,"74 Nguyễn Huệ, P. Bến Nghé, Quận 1, TP. HCM",07:00 - 23:00,50.000 - 330.000,6.9,6.6,5.8,6.4,7.5,8.4,https://www.foody.vn/ho-chi-minh/cafe-central-nguyen-hue,TPHCM,Sang Trong,191
582,Top Of The Town - Nhà Hàng & Bar - Windsor Plaza,"Tầng 25 Windsor Plaza, 18 An Dương Vương, Quận 5, TP. HCM",07:00 - 00:00 | 18:00 - 23:00,100.000 - 660.000,8.1,7.8,7.3,8.4,8.7,8.5,https://www.foody.vn/ho-chi-minh/top-of-the-town-nha-hang-bar-windsor-plaza,TPHCM,Nha Hang,113
583,Top Of The Town - Nhà Hàng & Bar - Windsor Plaza,"Tầng 25 Windsor Plaza, 18 An Dương Vương, Quận 5, TP. HCM",07:00 - 00:00 | 18:00 - 23:00,100.000 - 660.000,8.1,7.8,7.3,8.4,8.7,8.5,https://www.foody.vn/ho-chi-minh/top-of-the-town-nha-hang-bar-windsor-plaza,TPHCM,Sang Trong,113
584,Top Of The Town - Nhà Hàng & Bar - Windsor Plaza,"Tầng 25 Windsor Plaza, 18 An Dương Vương, Quận 5, TP. HCM",07:00 - 00:00 | 18:00 - 23:00,100.000 - 660.000,8.1,7.8,7.3,8.4,8.7,8.5,https://www.foody.vn/ho-chi-minh/top-of-the-town-nha-hang-bar-windsor-plaza,TPHCM,Nha Hang,113
585,Top Of The Town - Nhà Hàng & Bar - Windsor Plaza,"Tầng 25 Windsor Plaza, 18 An Dương Vương, Quận 5, TP. HCM",07:00 - 00:00 | 18:00 - 23:00,100.000 - 660.000,8.1,7.8,7.3,8.4,8.7,8.5,https://www.foody.vn/ho-chi-minh/top-of-the-town-nha-hang-bar-windsor-plaza,TPHCM,Sang Trong,113
586,Ốc Hoàng - 11 Lê Thị Hồng,"11 Lê Thị Hồng, P. 17, Quận Gò Vấp, TP. HCM",16:00 - 22:00,30.000 - 50.000,7.1,8.3,8.0,6.7,6.3,6.3,https://www.foody.vn/ho-chi-minh/oc-hoang-11-le-thi-hong,TPHCM,An Vat Via He,958
587,Gà Rán KFC - Phú Mỹ Hưng,"S41 - 1 Bùi Bằng Đoàn, P. Tân Phong, Quận 7, TP. HCM",09:00 - 22:00,30.000 - 88.000,6.3,6.0,6.1,5.8,6.8,6.7,https://www.foody.vn/ho-chi-minh/kfc-phu-my-hung,TPHCM,Nha Hang,489
588,Gà Rán KFC - Phú Mỹ Hưng,"S41 - 1 Bùi Bằng Đoàn, P. Tân Phong, Quận 7, TP. HCM",09:00 - 22:00,30.000 - 88.000,6.3,6.0,6.1,5.8,6.8,6.7,https://www.foody.vn/ho-chi-minh/kfc-phu-my-hung,TPHCM,Sang Trong,489
589,Gà Rán KFC - Phú Mỹ Hưng,"S41 - 1 Bùi Bằng Đoàn, P. Tân Phong, Quận 7, TP. HCM",09:00 - 22:00,30.000 - 88.000,6.3,6.0,6.1,5.8,6.8,6.7,https://www.foody.vn/ho-chi-minh/kfc-phu-my-hung,TPHCM,Nha Hang,489
590,Gà Rán KFC - Phú Mỹ Hưng,"S41 - 1 Bùi Bằng Đoàn, P. Tân Phong, Quận 7, TP. HCM",09:00 - 22:00,30.000 - 88.000,6.3,6.0,6.1,5.8,6.8,6.7,https://www.foody.vn/ho-chi-minh/kfc-phu-my-hung,TPHCM,Sang Trong,489
591,The Long @Times Square,"57 – 69F Đồng Khởi (22 - 36 Nguyễn Huệ ), Quận 1, TP. HCM",10:00 - 00:00,50.000 - 200.000,8.2,8.2,7.3,8.2,8.5,8.6,https://www.foody.vn/ho-chi-minh/the-long-times-square,TPHCM,Nha Hang,1071
592,The Long @Times Square,"57 – 69F Đồng Khởi (22 - 36 Nguyễn Huệ ), Quận 1, TP. HCM",10:00 - 00:00,50.000 - 200.000,8.2,8.2,7.3,8.2,8.5,8.6,https://www.foody.vn/ho-chi-minh/the-long-times-square,TPHCM,Sang Trong,1071
593,The Long @Times Square,"57 – 69F Đồng Khởi (22 - 36 Nguyễn Huệ ), Quận 1, TP. HCM",10:00 - 00:00,50.000 - 200.000,8.2,8.2,7.3,8.2,8.5,8.6,https://www.foody.vn/ho-chi-minh/the-long-times-square,TPHCM,Nha Hang,1071
594,The Long @Times Square,"57 – 69F Đồng Khởi (22 - 36 Nguyễn Huệ ), Quận 1, TP. HCM",10:00 - 00:00,50.000 - 200.000,8.2,8.2,7.3,8.2,8.5,8.6,https://www.foody.vn/ho-chi-minh/the-long-times-square,TPHCM,Sang Trong,1071
595,SOT - Bánh Mì Hotdog - Chiến Thắng,"100/13B Chiến Thắng, P. 9, Quận Phú Nhuận, TP. HCM",08:00 - 22:30,29.000 - 49.000,7.3,7.7,7.0,7.6,7.1,7.0,https://www.foody.vn/ho-chi-minh/sot-banh-mi-hotdog-chien-thang,TPHCM,An Vat Via He,751
596,SOT - Bánh Mì Hotdog - Mai Văn Ngọc,"49 Mai Văn Ngọc, P. 11, Quận Phú Nhuận, TP. HCM",06:00 - 23:00,29.000 - 49.000,9.1,9.5,9.0,9.0,9.0,9.0,https://www.foody.vn/ho-chi-minh/sot-banh-mi-hotdog-mai-van-ngoc,TPHCM,An Vat Via He,427
597,Gà Rán KFC - Lotte Mart Nam Sài Gòn,"Tầng 3,  Tầng 3 Lotte Mart Nam Sài Gòn, 469 Nguyễn Hữu Thọ, P. Tân Hưng, Quận 7, TP. HCM",09:00 - 22:00,30.000 - 88.000,6.9,6.7,6.8,6.7,7.3,7.2,https://www.foody.vn/ho-chi-minh/kfc-lotte-mart-nam-sai-gon,TPHCM,Nha Hang,552
598,Gà Rán KFC - Lotte Mart Nam Sài Gòn,"Tầng 3,  Tầng 3 Lotte Mart Nam Sài Gòn, 469 Nguyễn Hữu Thọ, P. Tân Hưng, Quận 7, TP. HCM",09:00 - 22:00,30.000 - 88.000,6.9,6.7,6.8,6.7,7.3,7.2,https://www.foody.vn/ho-chi-minh/kfc-lotte-mart-nam-sai-gon,TPHCM,Sang Trong,552
599,Gà Rán KFC - Lotte Mart Nam Sài Gòn,"Tầng 3,  Tầng 3 Lotte Mart Nam Sài Gòn, 469 Nguyễn Hữu Thọ, P. Tân Hưng, Quận 7, TP. HCM",09:00 - 22:00,30.000 - 88.000,6.9,6.7,6.8,6.7,7.3,7.2,https://www.foody.vn/ho-chi-minh/kfc-lotte-mart-nam-sai-gon,TPHCM,Nha Hang,552
600,Gà Rán KFC - Lotte Mart Nam Sài Gòn,"Tầng 3,  Tầng 3 Lotte Mart Nam Sài Gòn, 469 Nguyễn Hữu Thọ, P. Tân Hưng, Quận 7, TP. HCM",09:00 - 22:00,30.000 - 88.000,6.9,6.7,6.8,6.7,7.3,7.2,https://www.foody.vn/ho-chi-minh/kfc-lotte-mart-nam-sai-gon,TPHCM,Sang Trong,552
601,SOT - Bánh Mì Hotdog - Điện Biên Phủ,"598/64 Điện Biên Phủ. P. 22, Quận Bình Thạnh, TP. HCM",07:00 - 22:30,29.000 - 49.000,9.0,9.0,9.0,9.0,9.0,9.0,https://www.foody.vn/ho-chi-minh/sot-banh-mi-hotdog-dien-bien-phu,TPHCM,An Vat Via He,98
602,Xôi Sườn Mạ Nấu - Nguyễn Du,"83 Nguyễn Du, P. 7, Quận Gò Vấp, TP. HCM",09:00 - 23:59,20.000 - 60.000,7.6,8.1,7.8,7.8,6.8,7.6,https://www.foody.vn/ho-chi-minh/xoi-suon-ma-nau-nguyen-du,TPHCM,An Vat Via He,603
603,R&J - Italian Lounge & Restaurant,"57-69F Đồng Khởi (22-26 Nguyễn Huệ), Quận 1, TP. HCM",17:00 - 23:59 | 18:00 - 22:00,300.000 - 1.000.000,8.7,8.7,7.8,9.1,9.4,8.8,https://www.foody.vn/ho-chi-minh/romeo-juliet-italian-restaurant-times-square,TPHCM,Nha Hang,1029
604,R&J - Italian Lounge & Restaurant,"57-69F Đồng Khởi (22-26 Nguyễn Huệ), Quận 1, TP. HCM",17:00 - 23:59 | 18:00 - 22:00,300.000 - 1.000.000,8.7,8.7,7.8,9.1,9.4,8.8,https://www.foody.vn/ho-chi-minh/romeo-juliet-italian-restaurant-times-square,TPHCM,Sang Trong,1029
605,R&J - Italian Lounge & Restaurant,"57-69F Đồng Khởi (22-26 Nguyễn Huệ), Quận 1, TP. HCM",17:00 - 23:59 | 18:00 - 22:00,300.000 - 1.000.000,8.7,8.7,7.8,9.1,9.4,8.8,https://www.foody.vn/ho-chi-minh/romeo-juliet-italian-restaurant-times-square,TPHCM,Nha Hang,1029
606,R&J - Italian Lounge & Restaurant,"57-69F Đồng Khởi (22-26 Nguyễn Huệ), Quận 1, TP. HCM",17:00 - 23:59 | 18:00 - 22:00,300.000 - 1.000.000,8.7,8.7,7.8,9.1,9.4,8.8,https://www.foody.vn/ho-chi-minh/romeo-juliet-italian-restaurant-times-square,TPHCM,Sang Trong,1029
607,Gà Rán KFC - Crescent Mall,"Tầng 5,  Tầng 5 Crescent Mall, 101 Tôn Dật Tiên, P. Tân Phú, Quận 7, TP. HCM",09:00 - 22:00,30.000 - 88.000,7.1,7.0,6.9,7.0,7.4,7.4,https://www.foody.vn/ho-chi-minh/kfc-crescent-mall,TPHCM,Nha Hang,1089
608,Gà Rán KFC - Crescent Mall,"Tầng 5,  Tầng 5 Crescent Mall, 101 Tôn Dật Tiên, P. Tân Phú, Quận 7, TP. HCM",09:00 - 22:00,30.000 - 88.000,7.1,7.0,6.9,7.0,7.4,7.4,https://www.foody.vn/ho-chi-minh/kfc-crescent-mall,TPHCM,Sang Trong,1089
609,Gà Rán KFC - Crescent Mall,"Tầng 5,  Tầng 5 Crescent Mall, 101 Tôn Dật Tiên, P. Tân Phú, Quận 7, TP. HCM",09:00 - 22:00,30.000 - 88.000,7.1,7.0,6.9,7.0,7.4,7.4,https://www.foody.vn/ho-chi-minh/kfc-crescent-mall,TPHCM,Nha Hang,1089
610,Gà Rán KFC - Crescent Mall,"Tầng 5,  Tầng 5 Crescent Mall, 101 Tôn Dật Tiên, P. Tân Phú, Quận 7, TP. HCM",09:00 - 22:00,30.000 - 88.000,7.1,7.0,6.9,7.0,7.4,7.4,https://www.foody.vn/ho-chi-minh/kfc-crescent-mall,TPHCM,Sang Trong,1089
611,Xôi Sườn Mạ Nấu - Đào Duy Anh,"19 Đào Duy Anh, P. 9, Quận Phú Nhuận, TP. HCM",09:00 - 23:59,20.000 - 60.000,6.4,6.8,6.5,6.3,6.1,6.3,https://www.foody.vn/ho-chi-minh/xoi-suon-ma-nau-dao-duy-anh,TPHCM,An Vat Via He,794
612,Xôi Sườn Mạ Nấu - KDC Cityland,"39 Đường Số 12, KDC Cityland, P. 10, Quận Gò Vấp, TP. HCM",06:00 - 23:59,20.000 - 60.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/xoi-suon-ma-nau-kdc-cityland,TPHCM,An Vat Via He,224
613,Gà Rán KFC - Bến Xóm Củi,"48 - 50 Cần Giuộc, P. 13, Quận 8, TP. HCM",09:00 - 22:00,30.000 - 88.000,6.5,5.9,6.5,6.1,7.1,6.9,https://www.foody.vn/ho-chi-minh/kfc-ben-xom-cui,TPHCM,Nha Hang,1205
614,Gà Rán KFC - Bến Xóm Củi,"48 - 50 Cần Giuộc, P. 13, Quận 8, TP. HCM",09:00 - 22:00,30.000 - 88.000,6.5,5.9,6.5,6.1,7.1,6.9,https://www.foody.vn/ho-chi-minh/kfc-ben-xom-cui,TPHCM,Sang Trong,1205
615,Gà Rán KFC - Bến Xóm Củi,"48 - 50 Cần Giuộc, P. 13, Quận 8, TP. HCM",09:00 - 22:00,30.000 - 88.000,6.5,5.9,6.5,6.1,7.1,6.9,https://www.foody.vn/ho-chi-minh/kfc-ben-xom-cui,TPHCM,Nha Hang,1205
616,Gà Rán KFC - Bến Xóm Củi,"48 - 50 Cần Giuộc, P. 13, Quận 8, TP. HCM",09:00 - 22:00,30.000 - 88.000,6.5,5.9,6.5,6.1,7.1,6.9,https://www.foody.vn/ho-chi-minh/kfc-ben-xom-cui,TPHCM,Sang Trong,1205
617,Gà Rán KFC - Vincom Maximark Cộng Hòa,"15 - 17 Cộng Hòa, P. 4, Quận Tân Bình, TP. HCM",09:00 - 22:00,30.000 - 88.000,7.0,7.0,6.8,6.8,7.3,7.3,https://www.foody.vn/ho-chi-minh/kfc-maximark-cong-hoa,TPHCM,Nha Hang,1095
618,Gà Rán KFC - Vincom Maximark Cộng Hòa,"15 - 17 Cộng Hòa, P. 4, Quận Tân Bình, TP. HCM",09:00 - 22:00,30.000 - 88.000,7.0,7.0,6.8,6.8,7.3,7.3,https://www.foody.vn/ho-chi-minh/kfc-maximark-cong-hoa,TPHCM,Sang Trong,1095
619,Gà Rán KFC - Vincom Maximark Cộng Hòa,"15 - 17 Cộng Hòa, P. 4, Quận Tân Bình, TP. HCM",09:00 - 22:00,30.000 - 88.000,7.0,7.0,6.8,6.8,7.3,7.3,https://www.foody.vn/ho-chi-minh/kfc-maximark-cong-hoa,TPHCM,Nha Hang,1095
620,Gà Rán KFC - Vincom Maximark Cộng Hòa,"15 - 17 Cộng Hòa, P. 4, Quận Tân Bình, TP. HCM",09:00 - 22:00,30.000 - 88.000,7.0,7.0,6.8,6.8,7.3,7.3,https://www.foody.vn/ho-chi-minh/kfc-maximark-cong-hoa,TPHCM,Sang Trong,1095
621,NuBei - Công Viên Lê Thị Riêng,"Ngã Tư Góc Công Viên Lê Thị Riêng - Cách Mạng Tháng 8, Quận 10, TP. HCM",15:00 - 22:30,18.000 - 28.000,8.0,8.3,8.0,8.3,7.6,7.7,https://www.foody.vn/ho-chi-minh/nubei-nuoc-may-cong-vien-le-thi-rieng,TPHCM,An Vat Via He,1143
622,Gà Rán KFC - Nguyễn Sơn,"111 Nguyễn Sơn, P. Phú Thạnh, Quận Tân Phú, TP. HCM",09:00 - 22:00,30.000 - 88.000,,4.4,4.9,4.3,5.2,5.2,https://www.foody.vn/ho-chi-minh/kfc-nguyen-son,TPHCM,Nha Hang,876
623,Gà Rán KFC - Nguyễn Sơn,"111 Nguyễn Sơn, P. Phú Thạnh, Quận Tân Phú, TP. HCM",09:00 - 22:00,30.000 - 88.000,,4.4,4.9,4.3,5.2,5.2,https://www.foody.vn/ho-chi-minh/kfc-nguyen-son,TPHCM,Sang Trong,876
624,Gà Rán KFC - Nguyễn Sơn,"111 Nguyễn Sơn, P. Phú Thạnh, Quận Tân Phú, TP. HCM",09:00 - 22:00,30.000 - 88.000,,4.4,4.9,4.3,5.2,5.2,https://www.foody.vn/ho-chi-minh/kfc-nguyen-son,TPHCM,Nha Hang,876
625,Gà Rán KFC - Nguyễn Sơn,"111 Nguyễn Sơn, P. Phú Thạnh, Quận Tân Phú, TP. HCM",09:00 - 22:00,30.000 - 88.000,,4.4,4.9,4.3,5.2,5.2,https://www.foody.vn/ho-chi-minh/kfc-nguyen-son,TPHCM,Sang Trong,876
626,The Royal Pavilion - Long Triều - Nhà Hàng Hoa,"Tầng 4 Times Square, 57 – 69F Đồng Khởi (22 - 36 Nguyễn Huệ), Quận 1, TP. HCM",08:15 - 18:00,1.000.000 - 5.000.000,8.2,8.2,6.7,8.7,8.9,8.7,https://www.foody.vn/ho-chi-minh/the-royal-pavilion-long-trieu-nha-hang-hoa,TPHCM,Nha Hang,8
627,The Royal Pavilion - Long Triều - Nhà Hàng Hoa,"Tầng 4 Times Square, 57 – 69F Đồng Khởi (22 - 36 Nguyễn Huệ), Quận 1, TP. HCM",08:15 - 18:00,1.000.000 - 5.000.000,8.2,8.2,6.7,8.7,8.9,8.7,https://www.foody.vn/ho-chi-minh/the-royal-pavilion-long-trieu-nha-hang-hoa,TPHCM,Sang Trong,8
628,The Royal Pavilion - Long Triều - Nhà Hàng Hoa,"Tầng 4 Times Square, 57 – 69F Đồng Khởi (22 - 36 Nguyễn Huệ), Quận 1, TP. HCM",08:15 - 18:00,1.000.000 - 5.000.000,8.2,8.2,6.7,8.7,8.9,8.7,https://www.foody.vn/ho-chi-minh/the-royal-pavilion-long-trieu-nha-hang-hoa,TPHCM,Nha Hang,8
629,The Royal Pavilion - Long Triều - Nhà Hàng Hoa,"Tầng 4 Times Square, 57 – 69F Đồng Khởi (22 - 36 Nguyễn Huệ), Quận 1, TP. HCM",08:15 - 18:00,1.000.000 - 5.000.000,8.2,8.2,6.7,8.7,8.9,8.7,https://www.foody.vn/ho-chi-minh/the-royal-pavilion-long-trieu-nha-hang-hoa,TPHCM,Sang Trong,8
630,Windsor Spa & Massage - Windsor Plaza,"Tầng 3, Windsor Plaza, 18 An Dương Vương, Quận 5, TP. HCM",11:00 - 00:00,150.000 - 2.000.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/windsor-spa-massage-windsor-plaza,TPHCM,Nha Hang,939
631,Windsor Spa & Massage - Windsor Plaza,"Tầng 3, Windsor Plaza, 18 An Dương Vương, Quận 5, TP. HCM",11:00 - 00:00,150.000 - 2.000.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/windsor-spa-massage-windsor-plaza,TPHCM,Sang Trong,939
632,Windsor Spa & Massage - Windsor Plaza,"Tầng 3, Windsor Plaza, 18 An Dương Vương, Quận 5, TP. HCM",11:00 - 00:00,150.000 - 2.000.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/windsor-spa-massage-windsor-plaza,TPHCM,Nha Hang,939
633,Windsor Spa & Massage - Windsor Plaza,"Tầng 3, Windsor Plaza, 18 An Dương Vương, Quận 5, TP. HCM",11:00 - 00:00,150.000 - 2.000.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/windsor-spa-massage-windsor-plaza,TPHCM,Sang Trong,939
634,Gà Rán KFC - Tân Sơn Nhì,"76-78 Tân Sơn Nhì, P. Tân Sơn Nhì, Quận Tân Phú, TP. HCM",09:00 - 22:00,50.000 - 165.000,,5.6,6.3,5.4,6.1,6.4,https://www.foody.vn/ho-chi-minh/ga-ran-kfc-tan-son-nhi,TPHCM,Nha Hang,877
635,Gà Rán KFC - Tân Sơn Nhì,"76-78 Tân Sơn Nhì, P. Tân Sơn Nhì, Quận Tân Phú, TP. HCM",09:00 - 22:00,50.000 - 165.000,,5.6,6.3,5.4,6.1,6.4,https://www.foody.vn/ho-chi-minh/ga-ran-kfc-tan-son-nhi,TPHCM,Sang Trong,877
